time,x1,y1,z1,x2,y2,z2
0.960000,0.000000,-0.345562,0.000000,0.000000,1.345562,0.000000
0.970000,0.000000,-0.346585,0.000000,0.000000,1.346585,0.000000
0.980000,0.000000,-0.347539,0.000000,0.000000,1.347539,0.000000
0.990000,0.000000,-0.348423,0.000000,0.000000,1.348423,0.000000
1.000000,0.000000,-0.349237,0.000000,0.000000,1.349237,0.000000
1.010000,0.000000,-0.349982,0.000000,0.000000,1.349982,0.000000
1.020000,0.000000,-0.350657,0.000000,0.000000,1.350657,0.000000
1.030000,0.000000,-0.351261,0.000000,0.000000,1.351261,0.000000
1.040000,0.000000,-0.351796,0.000000,0.000000,1.351796,0.000000
1.050000,0.000000,-0.352260,0.000000,0.000000,1.352260,0.000000
1.060000,0.000000,-0.352653,0.000000,0.000000,1.352653,0.000000
1.070000,0.000000,-0.352976,0.000000,0.000000,1.352976,0.000000
1.080000,0.000000,-0.353229,0.000000,0.000000,1.353229,0.000000
1.090000,0.000000,-0.353411,0.000000,0.000000,1.353411,0.000000
1.100000,0.000000,-0.353522,0.000000,0.000000,1.353522,0.000000
1.110000,0.000000,-0.353562,0.000000,0.000000,1.353562,0.000000
1.120000,0.000000,-0.353532,0.000000,0.000000,1.353532,0.000000
1.130000,0.000000,-0.353431,0.000000,0.000000,1.353431,0.000000
1.140000,0.000000,-0.353259,0.000000,0.000000,1.353259,0.000000
1.150000,0.000000,-0.353017,0.000000,0.000000,1.353017,0.000000
1.160000,0.000000,-0.352704,0.000000,0.000000,1.352704,0.000000
1.170000,0.000000,-0.352320,0.000000,0.000000,1.352320,0.000000
1.180000,0.000000,-0.351866,0.000000,0.000000,1.351866,0.000000
1.190000,0.000000,-0.351342,0.000000,0.000000,1.351342,0.000000
1.200000,0.000000,-0.350747,0.000000,0.000000,1.350747,0.000000
1.210000,0.000000,-0.350082,0.000000,0.000000,1.350082,0.000000
1.220000,0.000000,-0.349348,0.000000,0.000000,1.349348,0.000000
1.230000,0.000000,-0.348543,0.000000,0.000000,1.348543,0.000000
1.240000,0.000000,-0.347669,0.000000,0.000000,1.347669,0.000000
1.250000,0.000000,-0.346725,0.000000,0.000000,1.346725,0.000000
1.260000,0.000000,-0.345711,0.000000,0.000000,1.345711,0.000000
1.270000,0.000000,-0.344629,0.000000,0.000000,1.344629,0.000000
1.280000,0.000000,-0.343478,0.000000,0.000000,1.343478,0.000000
1.290000,0.000000,-0.342258,0.000000,0.000000,1.342258,0.000000
1.300000,0.000000,-0.340969,0.000000,0.000000,1.340969,0.000000
1.310000,0.000000,-0.339613,0.000000,0.000000,1.339613,0.000000
1.320000,0.000000,-0.338188,0.000000,0.000000,1.338188,0.000000
1.330000,0.000000,-0.336696,0.000000,0.000000,1.336696,0.000000
1.340000,0.000000,-0.335136,0.000000,0.000000,1.335136,0.000000
1.350000,0.000000,-0.333510,0.000000,0.000000,1.333510,0.000000
1.360000,0.000000,-0.331816,0.000000,0.000000,1.331816,0.000000
1.370000,0.000000,-0.330057,0.000000,0.000000,1.330057,0.000000
1.380000,0.000000,-0.328231,0.000000,0.000000,1.328231,0.000000
1.390000,0.000000,-0.326340,0.000000,0.000000,1.326340,0.000000
1.400000,0.000000,-0.324383,0.000000,0.000000,1.324383,0.000000
1.410000,0.000000,-0.322362,0.000000,0.000000,1.322362,0.000000
1.420000,0.000000,-0.320276,0.000000,0.000000,1.320276,0.000000
1.430000,0.000000,-0.318126,0.000000,0.000000,1.318126,0.000000
1.440000,0.000000,-0.315912,0.000000,0.000000,1.315912,0.000000
1.450000,0.000000,-0.313636,0.000000,0.000000,1.313636,0.000000
1.460000,0.000000,-0.311296,0.000000,0.000000,1.311296,0.000000
1.470000,0.000000,-0.308894,0.000000,0.000000,1.308894,0.000000
1.480000,0.000000,-0.306431,0.000000,0.000000,1.306431,0.000000
1.490000,0.000000,-0.303906,0.000000,0.000000,1.303906,0.000000
1.500000,0.000000,-0.301320,0.000000,0.000000,1.301320,0.000000
1.510000,0.000000,-0.298674,0.000000,0.000000,1.298674,0.000000
1.520000,0.000000,-0.295969,0.000000,0.000000,1.295969,0.000000
1.530000,0.000000,-0.293204,0.000000,0.000000,1.293204,0.000000
1.540000,0.000000,-0.290381,0.000000,0.000000,1.290381,0.000000
1.550000,0.000000,-0.287499,0.000000,0.000000,1.287499,0.000000
1.560000,0.000000,-0.284560,0.000000,0.000000,1.284560,0.000000
1.570000,0.000000,-0.281564,0.000000,0.000000,1.281564,0.000000
1.580000,0.000000,-0.278512,0.000000,0.000000,1.278512,0.000000
1.590000,0.000000,-0.275404,0.000000,0.000000,1.275404,0.000000
1.600000,0.000000,-0.272241,0.000000,0.000000,1.272241,0.000000
1.610000,0.000000,-0.269023,0.000000,0.000000,1.269023,0.000000
1.620000,0.000000,-0.265752,0.000000,0.000000,1.265752,0.000000
1.630000,0.000000,-0.262428,0.000000,0.000000,1.262428,0.000000
1.640000,0.000000,-0.259051,0.000000,0.000000,1.259051,0.000000
1.650000,0.000000,-0.255622,0.000000,0.000000,1.255622,0.000000
1.660000,0.000000,-0.252142,0.000000,0.000000,1.252142,0.000000
1.670000,0.000000,-0.248612,0.000000,0.000000,1.248612,0.000000
1.680000,0.000000,-0.245032,0.000000,0.000000,1.245032,0.000000
1.690000,0.000000,-0.241403,0.000000,0.000000,1.241403,0.000000
1.700000,0.000000,-0.237726,0.000000,0.000000,1.237726,0.000000
1.710000,0.000000,-0.234001,0.000000,0.000000,1.234001,0.000000
1.720000,0.000000,-0.230229,0.000000,0.000000,1.230229,0.000000
1.730000,0.000000,-0.226411,0.000000,0.000000,1.226411,0.000000
1.740000,0.000000,-0.222548,0.000000,0.000000,1.222548,0.000000
1.750000,0.000000,-0.218641,0.000000,0.000000,1.218641,0.000000
1.760000,0.000000,-0.214690,0.000000,0.000000,1.214690,0.000000
1.770000,0.000000,-0.210696,0.000000,0.000000,1.210696,0.000000
1.780000,0.000000,-0.206659,0.000000,0.000000,1.206659,0.000000
1.790000,0.000000,-0.202582,0.000000,0.000000,1.202582,0.000000
1.800000,0.000000,-0.198464,0.000000,0.000000,1.198464,0.000000
1.810000,0.000000,-0.194306,0.000000,0.000000,1.194306,0.000000
1.820000,0.000000,-0.190109,0.000000,0.000000,1.190109,0.000000
1.830000,0.000000,-0.185874,0.000000,0.000000,1.185874,0.000000
1.840000,0.000000,-0.181603,0.000000,0.000000,1.181603,0.000000
1.850000,0.000000,-0.177294,0.000000,0.000000,1.177294,0.000000
1.860000,0.000000,-0.172951,0.000000,0.000000,1.172951,0.000000
1.870000,0.000000,-0.168572,0.000000,0.000000,1.168572,0.000000
1.880000,0.000000,-0.164160,0.000000,0.000000,1.164160,0.000000
1.890000,0.000000,-0.159716,0.000000,0.000000,1.159716,0.000000
1.900000,0.000000,-0.155239,0.000000,0.000000,1.155239,0.000000
1.910000,0.000000,-0.150731,0.000000,0.000000,1.150731,0.000000
1.920000,0.000000,-0.146193,0.000000,0.000000,1.146193,0.000000
1.930000,0.000000,-0.141626,0.000000,0.000000,1.141626,0.000000
1.940000,0.000000,-0.137031,0.000000,0.000000,1.137031,0.000000
1.950000,0.000000,-0.132408,0.000000,0.000000,1.132408,0.000000
1.960000,0.000000,-0.127758,0.000000,0.000000,1.127758,0.000000
1.970000,0.000000,-0.123083,0.000000,0.000000,1.123083,0.000000
1.980000,0.000000,-0.118384,0.000000,0.000000,1.118384,0.000000
1.990000,0.000000,-0.113661,0.000000,0.000000,1.113661,0.000000
2.000000,0.000000,-0.108915,0.000000,0.000000,1.108915,0.000000
2.010000,0.000000,-0.104147,0.000000,0.000000,1.104147,0.000000
2.020000,0.000000,-0.099358,0.000000,0.000000,1.099358,0.000000
2.030000,0.000000,-0.094550,0.000000,0.000000,1.094550,0.000000
2.040000,0.000000,-0.089722,0.000000,0.000000,1.089722,0.000000
2.050000,0.000000,-0.084877,0.000000,0.000000,1.084877,0.000000
2.060000,0.000000,-0.080015,0.000000,0.000000,1.080015,0.000000
2.070000,0.000000,-0.075137,0.000000,0.000000,1.075137,0.000000
2.080000,0.000000,-0.070243,0.000000,0.000000,1.070243,0.000000
2.090000,0.000000,-0.065336,0.000000,0.000000,1.065336,0.000000
2.100000,0.000000,-0.060416,0.000000,0.000000,1.060416,0.000000
2.110000,0.000000,-0.055483,0.000000,0.000000,1.055483,0.000000
2.120000,0.000000,-0.050539,0.000000,0.000000,1.050539,0.000000
2.130000,0.000000,-0.045586,0.000000,0.000000,1.045586,0.000000
2.140000,0.000000,-0.040623,0.000000,0.000000,1.040623,0.000000
2.150000,0.000000,-0.035652,0.000000,0.000000,1.035652,0.000000
2.160000,0.000000,-0.030674,0.000000,0.000000,1.030674,0.000000
2.170000,0.000000,-0.025690,0.000000,0.000000,1.025690,0.000000
2.180000,0.000000,-0.020700,0.000000,0.000000,1.020700,0.000000
2.190000,0.000000,-0.015707,0.000000,0.000000,1.015707,0.000000
2.200000,0.000000,-0.010710,0.000000,0.000000,1.010710,0.000000
2.210000,0.000000,-0.005711,0.000000,0.000000,1.005711,0.000000
2.220000,0.000000,-0.000712,0.000000,0.000000,1.000712,0.000000
2.230000,0.000000,0.004289,0.000000,0.000000,0.995711,0.000000
2.240000,0.000000,0.009288,0.000000,0.000000,0.990712,0.000000
2.250000,0.000000,0.014285,0.000000,0.000000,0.985715,0.000000
2.260000,0.000000,0.019280,0.000000,0.000000,0.980720,0.000000
2.270000,0.000000,0.024270,0.000000,0.000000,0.975730,0.000000
2.280000,0.000000,0.029256,0.000000,0.000000,0.970744,0.000000
2.290000,0.000000,0.034236,0.000000,0.000000,0.965764,0.000000
2.300000,0.000000,0.039209,0.000000,0.000000,0.960791,0.000000
2.310000,0.000000,0.044174,0.000000,0.000000,0.955826,0.000000
2.320000,0.000000,0.049131,0.000000,0.000000,0.950869,0.000000
2.330000,0.000000,0.054077,0.000000,0.000000,0.945923,0.000000
2.340000,0.000000,0.059013,0.000000,0.000000,0.940987,0.000000
2.350000,0.000000,0.063937,0.000000,0.000000,0.936063,0.000000
2.360000,0.000000,0.068848,0.000000,0.000000,0.931152,0.000000
2.370000,0.000000,0.073746,0.000000,0.000000,0.926254,0.000000
2.380000,0.000000,0.078628,0.000000,0.000000,0.921372,0.000000
2.390000,0.000000,0.083495,0.000000,0.000000,0.916505,0.000000
2.400000,0.000000,0.088345,0.000000,0.000000,0.911655,0.000000
2.410000,0.000000,0.093178,0.000000,0.000000,0.906822,0.000000
2.420000,0.000000,0.097992,0.000000,0.000000,0.902008,0.000000
2.430000,0.000000,0.102786,0.000000,0.000000,0.897214,0.000000
2.440000,0.000000,0.107560,0.000000,0.000000,0.892440,0.000000
2.450000,0.000000,0.112312,0.000000,0.000000,0.887688,0.000000
2.460000,0.000000,0.117042,0.000000,0.000000,0.882958,0.000000
2.470000,0.000000,0.121748,0.000000,0.000000,0.878252,0.000000
2.480000,0.000000,0.126430,0.000000,0.000000,0.873570,0.000000
2.490000,0.000000,0.131087,0.000000,0.000000,0.868913,0.000000
2.500000,0.000000,0.135718,0.000000,0.000000,0.864282,0.000000
2.510000,0.000000,0.140321,0.000000,0.000000,0.859679,0.000000
2.520000,0.000000,0.144896,0.000000,0.000000,0.855104,0.000000
2.530000,0.000000,0.149443,0.000000,0.000000,0.850557,0.000000
2.540000,0.000000,0.153959,0.000000,0.000000,0.846041,0.000000
2.550000,0.000000,0.158445,0.000000,0.000000,0.841555,0.000000
2.560000,0.000000,0.162899,0.000000,0.000000,0.837101,0.000000
2.570000,0.000000,0.167320,0.000000,0.000000,0.832680,0.000000
2.580000,0.000000,0.171708,0.000000,0.000000,0.828292,0.000000
2.590000,0.000000,0.176062,0.000000,0.000000,0.823938,0.000000
2.600000,0.000000,0.180380,0.000000,0.000000,0.819620,0.000000
2.610000,0.000000,0.184662,0.000000,0.000000,0.815338,0.000000
2.620000,0.000000,0.188908,0.000000,0.000000,0.811092,0.000000
2.630000,0.000000,0.193115,0.000000,0.000000,0.806885,0.000000
2.640000,0.000000,0.197284,0.000000,0.000000,0.802716,0.000000
2.650000,0.000000,0.201414,0.000000,0.000000,0.798586,0.000000
2.660000,0.000000,0.205503,0.000000,0.000000,0.794497,0.000000
2.670000,0.000000,0.209551,0.000000,0.000000,0.790449,0.000000
2.680000,0.000000,0.213557,0.000000,0.000000,0.786443,0.000000
2.690000,0.000000,0.217521,0.000000,0.000000,0.782479,0.000000
2.700000,0.000000,0.221441,0.000000,0.000000,0.778559,0.000000
2.710000,0.000000,0.225317,0.000000,0.000000,0.774683,0.000000
2.720000,0.000000,0.229147,0.000000,0.000000,0.770853,0.000000
2.730000,0.000000,0.232932,0.000000,0.000000,0.767068,0.000000
2.740000,0.000000,0.236670,0.000000,0.000000,0.763330,0.000000
2.750000,0.000000,0.240361,0.000000,0.000000,0.759639,0.000000
2.760000,0.000000,0.244004,0.000000,0.000000,0.755996,0.000000
2.770000,0.000000,0.247598,0.000000,0.000000,0.752402,0.000000
2.780000,0.000000,0.251143,0.000000,0.000000,0.748857,0.000000
2.790000,0.000000,0.254637,0.000000,0.000000,0.745363,0.000000
2.800000,0.000000,0.258080,0.000000,0.000000,0.741920,0.000000
2.810000,0.000000,0.261472,0.000000,0.000000,0.738528,0.000000
2.820000,0.000000,0.264811,0.000000,0.000000,0.735189,0.000000
2.830000,0.000000,0.268098,0.000000,0.000000,0.731902,0.000000
2.840000,0.000000,0.271331,0.000000,0.000000,0.728669,0.000000
2.850000,0.000000,0.274509,0.000000,0.000000,0.725491,0.000000
2.860000,0.000000,0.277633,0.000000,0.000000,0.722367,0.000000
2.870000,0.000000,0.280701,0.000000,0.000000,0.719299,0.000000
2.880000,0.000000,0.283713,0.000000,0.000000,0.716287,0.000000
2.890000,0.000000,0.286668,0.000000,0.000000,0.713332,0.000000
2.900000,0.000000,0.289566,0.000000,0.000000,0.710434,0.000000
2.910000,0.000000,0.292406,0.000000,0.000000,0.707594,0.000000
2.920000,0.000000,0.295188,0.000000,0.000000,0.704812,0.000000
2.930000,0.000000,0.297911,0.000000,0.000000,0.702089,0.000000
2.940000,0.000000,0.300573,0.000000,0.000000,0.699427,0.000000
2.950000,0.000000,0.303176,0.000000,0.000000,0.696824,0.000000
2.960000,0.000000,0.305718,0.000000,0.000000,0.694282,0.000000
2.970000,0.000000,0.308199,0.000000,0.000000,0.691801,0.000000
2.980000,0.000000,0.310619,0.000000,0.000000,0.689381,0.000000
2.990000,0.000000,0.312976,0.000000,0.000000,0.687024,0.000000
3.000000,0.000000,0.315271,0.000000,0.000000,0.684729,0.000000
3.010000,0.000000,0.317502,0.000000,0.000000,0.682498,0.000000
3.020000,0.000000,0.319671,0.000000,0.000000,0.680329,0.000000
3.030000,0.000000,0.321775,0.000000,0.000000,0.678225,0.000000
3.040000,0.000000,0.323815,0.000000,0.000000,0.676185,0.000000
3.050000,0.000000,0.325790,0.000000,0.000000,0.674210,0.000000
3.060000,0.000000,0.327700,0.000000,0.000000,0.672300,0.000000
3.070000,0.000000,0.329544,0.000000,0.000000,0.670456,0.000000
3.080000,0.000000,0.331322,0.000000,0.000000,0.668678,0.000000
3.090000,0.000000,0.333035,0.000000,0.000000,0.666965,0.000000
3.100000,0.000000,0.334680,0.000000,0.000000,0.665320,0.000000
3.110000,0.000000,0.336259,0.000000,0.000000,0.663741,0.000000
3.120000,0.000000,0.337770,0.000000,0.000000,0.662230,0.000000
3.130000,0.000000,0.339214,0.000000,0.000000,0.660786,0.000000
3.140000,0.000000,0.340590,0.000000,0.000000,0.659410,0.000000
3.150000,0.000000,0.341898,0.000000,0.000000,0.658102,0.000000
3.160000,0.000000,0.343138,0.000000,0.000000,0.656862,0.000000
3.170000,0.000000,0.344308,0.000000,0.000000,0.655692,0.000000
3.180000,0.000000,0.345410,0.000000,0.000000,0.654590,0.000000
3.190000,0.000000,0.346443,0.000000,0.000000,0.653557,0.000000
3.200000,0.000000,0.347407,0.000000,0.000000,0.652593,0.000000
3.210000,0.000000,0.348301,0.000000,0.000000,0.651699,0.000000
3.220000,0.000000,0.349126,0.000000,0.000000,0.650874,0.000000
3.230000,0.000000,0.349880,0.000000,0.000000,0.650120,0.000000
3.240000,0.000000,0.350565,0.000000,0.000000,0.649435,0.000000
3.250000,0.000000,0.351180,0.000000,0.000000,0.648820,0.000000
3.260000,0.000000,0.351724,0.000000,0.000000,0.648276,0.000000
3.270000,0.000000,0.352198,0.000000,0.000000,0.647802,0.000000
3.280000,0.000000,0.352602,0.000000,0.000000,0.647398,0.000000
3.290000,0.000000,0.352935,0.000000,0.000000,0.647065,0.000000
3.300000,0.000000,0.353197,0.000000,0.000000,0.646803,0.000000
3.310000,0.000000,0.353389,0.000000,0.000000,0.646611,0.000000
3.320000,0.000000,0.353510,0.000000,0.000000,0.646490,0.000000
3.330000,0.000000,0.353561,0.000000,0.000000,0.646439,0.000000
3.340000,0.000000,0.353540,0.000000,0.000000,0.646460,0.000000
3.350000,0.000000,0.353449,0.000000,0.000000,0.646551,0.000000
3.360000,0.000000,0.353288,0.000000,0.000000,0.646712,0.000000
3.370000,0.000000,0.353055,0.000000,0.000000,0.646945,0.000000
3.380000,0.000000,0.352752,0.000000,0.000000,0.647248,0.000000
3.390000,0.000000,0.352379,0.000000,0.000000,0.647621,0.000000
3.400000,0.000000,0.351935,0.000000,0.000000,0.648065,0.000000
3.410000,0.000000,0.351421,0.000000,0.000000,0.648579,0.000000
3.420000,0.000000,0.350836,0.000000,0.000000,0.649164,0.000000
3.430000,0.000000,0.350181,0.000000,0.000000,0.649819,0.000000
3.440000,0.000000,0.349456,0.000000,0.000000,0.650544,0.000000
3.450000,0.000000,0.348662,0.000000,0.000000,0.651338,0.000000
3.460000,0.000000,0.347797,0.000000,0.000000,0.652203,0.000000
3.470000,0.000000,0.346863,0.000000,0.000000,0.653137,0.000000
3.480000,0.000000,0.345860,0.000000,0.000000,0.654140,0.000000
3.490000,0.000000,0.344787,0.000000,0.000000,0.655213,0.000000
3.500000,0.000000,0.343646,0.000000,0.000000,0.656354,0.000000
3.510000,0.000000,0.342436,0.000000,0.000000,0.657564,0.000000
3.520000,0.000000,0.341157,0.000000,0.000000,0.658843,0.000000
3.530000,0.000000,0.339810,0.000000,0.000000,0.660190,0.000000
3.540000,0.000000,0.338395,0.000000,0.000000,0.661605,0.000000
3.550000,0.000000,0.336912,0.000000,0.000000,0.663088,0.000000
3.560000,0.000000,0.335362,0.000000,0.000000,0.664638,0.000000
3.570000,0.000000,0.333745,0.000000,0.000000,0.666255,0.000000
3.580000,0.000000,0.332061,0.000000,0.000000,0.667939,0.000000
3.590000,0.000000,0.330311,0.000000,0.000000,0.669689,0.000000
3.600000,0.000000,0.328495,0.000000,0.000000,0.671505,0.000000
3.610000,0.000000,0.326613,0.000000,0.000000,0.673387,0.000000
3.620000,0.000000,0.324666,0.000000,0.000000,0.675334,0.000000
3.630000,0.000000,0.322653,0.000000,0.000000,0.677347,0.000000
3.640000,0.000000,0.320577,0.000000,0.000000,0.679423,0.000000
3.650000,0.000000,0.318436,0.000000,0.000000,0.681564,0.000000
3.660000,0.000000,0.316231,0.000000,0.000000,0.683769,0.000000
3.670000,0.000000,0.313963,0.000000,0.000000,0.686037,0.000000
3.680000,0.000000,0.311633,0.000000,0.000000,0.688367,0.000000
3.690000,0.000000,0.309240,0.000000,0.000000,0.690760,0.000000
3.700000,0.000000,0.306785,0.000000,0.000000,0.693215,0.000000
3.710000,0.000000,0.304269,0.000000,0.000000,0.695731,0.000000
3.720000,0.000000,0.301692,0.000000,0.000000,0.698308,0.000000
3.730000,0.000000,0.299055,0.000000,0.000000,0.700945,0.000000
3.740000,0.000000,0.296357,0.000000,0.000000,0.703643,0.000000
3.750000,0.000000,0.293601,0.000000,0.000000,0.706399,0.000000
3.760000,0.000000,0.290786,0.000000,0.000000,0.709214,0.000000
3.770000,0.000000,0.287913,0.000000,0.000000,0.712087,0.000000
3.780000,0.000000,0.284982,0.000000,0.000000,0.715018,0.000000
3.790000,0.000000,0.281994,0.000000,0.000000,0.718006,0.000000
3.800000,0.000000,0.278950,0.000000,0.000000,0.721050,0.000000
3.810000,0.000000,0.275850,0.000000,0.000000,0.724150,0.000000
3.820000,0.000000,0.272694,0.000000,0.000000,0.727306,0.000000
3.830000,0.000000,0.269485,0.000000,0.000000,0.730515,0.000000
3.840000,0.000000,0.266221,0.000000,0.000000,0.733779,0.000000
3.850000,0.000000,0.262904,0.000000,0.000000,0.737096,0.000000
3.860000,0.000000,0.259534,0.000000,0.000000,0.740466,0.000000
3.870000,0.000000,0.256113,0.000000,0.000000,0.743887,0.000000
3.880000,0.000000,0.252640,0.000000,0.000000,0.747360,0.000000
3.890000,0.000000,0.249117,0.000000,0.000000,0.750883,0.000000
3.900000,0.000000,0.245544,0.000000,0.000000,0.754456,0.000000
3.910000,0.000000,0.241922,0.000000,0.000000,0.758078,0.000000
